Title,Description,Reference,Category,Applicability,Status,Verification,Author,Reviewer,Parent,Justification
RM-API-0065 GET /api/status/<id> endpoint shall exist,The system shall expose the GET /api/status/<id> endpoint. Acceptance: requests to /api/status/<id> using HTTP GET are routed and do not return HTTP 404.,RM-API-0065,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/status.rs
RM-API-0066 GET /api/status/<id> shall not require authentication,"The system shall allow unauthenticated clients to call GET /api/status/<id>. Acceptance: when no session cookie is provided, the response is HTTP 200.",RM-API-0066,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/status.rs
RM-API-0067 GET /api/status/<id> shall return HTTP 200 with a JSON object with status fields,The system shall respond to successful GET /api/status/<id> requests with HTTP 200 and a JSON object with status fields. Acceptance: the HTTP response code is 200 and the body matches the documented JSON shape.,RM-API-0067,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/status.rs
RM-API-0068 POST /api/status endpoint shall exist,The system shall expose the POST /api/status endpoint. Acceptance: requests to /api/status using HTTP POST are routed and do not return HTTP 404.,RM-API-0068,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/status.rs
RM-API-0069 POST /api/status shall not require authentication,"The system shall allow unauthenticated clients to call POST /api/status. Acceptance: when no session cookie is provided, the response is HTTP 201.",RM-API-0069,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/status.rs
"RM-API-0070 POST /api/status shall return HTTP 201 with a JSON object {status:""ok"", id:<int>}","The system shall respond to successful POST /api/status requests with HTTP 201 and a JSON object {status:""ok"", id:<int>}. Acceptance: the HTTP response code is 201 and the body matches the documented JSON shape.",RM-API-0070,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/status.rs
RM-API-0071 GET /api/users endpoint shall exist,The system shall expose the GET /api/users endpoint. Acceptance: requests to /api/users using HTTP GET are routed and do not return HTTP 404.,RM-API-0071,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/users.rs
RM-API-0072 GET /api/users shall require a valid session,"The system shall reject unauthenticated calls to GET /api/users. Acceptance: when no session cookie is provided, the response is HTTP 401 Unauthorized.",RM-API-0072,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/users.rs; src/auth/guards.rs
RM-API-0073 GET /api/users shall return HTTP 200 with a JSON array of User objects,The system shall respond to successful GET /api/users requests with HTTP 200 and a JSON array of User objects. Acceptance: the HTTP response code is 200 and the body matches the documented JSON shape.,RM-API-0073,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/users.rs
RM-API-0074 GET /api/users/<id> endpoint shall exist,The system shall expose the GET /api/users/<id> endpoint. Acceptance: requests to /api/users/<id> using HTTP GET are routed and do not return HTTP 404.,RM-API-0074,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/users.rs
RM-API-0075 GET /api/users/<id> shall require a valid session,"The system shall reject unauthenticated calls to GET /api/users/<id>. Acceptance: when no session cookie is provided, the response is HTTP 401 Unauthorized.",RM-API-0075,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/users.rs; src/auth/guards.rs
RM-API-0076 GET /api/users/<id> shall return HTTP 200 with a JSON User object,The system shall respond to successful GET /api/users/<id> requests with HTTP 200 and a JSON User object. Acceptance: the HTTP response code is 200 and the body matches the documented JSON shape.,RM-API-0076,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/users.rs
RM-API-0077 POST /api/users endpoint shall exist,The system shall expose the POST /api/users endpoint. Acceptance: requests to /api/users using HTTP POST are routed and do not return HTTP 404.,RM-API-0077,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/users.rs
RM-API-0078 POST /api/users shall require a valid session,"The system shall reject unauthenticated calls to POST /api/users. Acceptance: when no session cookie is provided, the response is HTTP 401 Unauthorized.",RM-API-0078,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/users.rs; src/auth/guards.rs
"RM-API-0079 POST /api/users shall return HTTP 200 with a JSON object {status:""ok"", id:<int>}","The system shall respond to successful POST /api/users requests with HTTP 200 and a JSON object {status:""ok"", id:<int>}. Acceptance: the HTTP response code is 200 and the body matches the documented JSON shape.",RM-API-0079,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/users.rs
RM-API-0080 DELETE /api/users/<id> endpoint shall exist,The system shall expose the DELETE /api/users/<id> endpoint. Acceptance: requests to /api/users/<id> using HTTP DELETE are routed and do not return HTTP 404.,RM-API-0080,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/users.rs
RM-API-0081 DELETE /api/users/<id> shall require a valid session,"The system shall reject unauthenticated calls to DELETE /api/users/<id>. Acceptance: when no session cookie is provided, the response is HTTP 401 Unauthorized.",RM-API-0081,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/users.rs; src/auth/guards.rs
RM-API-0082 DELETE /api/users/<id> shall return HTTP 204 with an empty response body,The system shall respond to successful DELETE /api/users/<id> requests with HTTP 204 and an empty response body. Acceptance: the HTTP response code is 204 and the body matches the documented JSON shape.,RM-API-0082,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/users.rs
RM-API-0083 GET /api/matrix endpoint shall exist,The system shall expose the GET /api/matrix endpoint. Acceptance: requests to /api/matrix using HTTP GET are routed and do not return HTTP 404.,RM-API-0083,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/matrix.rs; src/services/matrix_service.rs
RM-API-0084 GET /api/matrix shall not require authentication,"The system shall allow unauthenticated clients to call GET /api/matrix. Acceptance: when no session cookie is provided, the response is HTTP 200.",RM-API-0084,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/matrix.rs; src/services/matrix_service.rs
RM-API-0085 GET /api/matrix shall return HTTP 200 with a JSON array of MatrixLink objects,The system shall respond to successful GET /api/matrix requests with HTTP 200 and a JSON array of MatrixLink objects. Acceptance: the HTTP response code is 200 and the body matches the documented JSON shape.,RM-API-0085,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/matrix.rs; src/services/matrix_service.rs
RM-API-0086 GET /api/cache/stats endpoint shall exist,The system shall expose the GET /api/cache/stats endpoint. Acceptance: requests to /api/cache/stats using HTTP GET are routed and do not return HTTP 404.,RM-API-0086,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/cache.rs
RM-API-0087 GET /api/cache/stats shall not require authentication,"The system shall allow unauthenticated clients to call GET /api/cache/stats. Acceptance: when no session cookie is provided, the response is HTTP 200.",RM-API-0087,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/cache.rs
RM-API-0088 GET /api/cache/stats shall return HTTP 200 with a JSON object with cache counters,The system shall respond to successful GET /api/cache/stats requests with HTTP 200 and a JSON object with cache counters. Acceptance: the HTTP response code is 200 and the body matches the documented JSON shape.,RM-API-0088,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/cache.rs
RM-API-0089 POST /api/cache/clear endpoint shall exist,The system shall expose the POST /api/cache/clear endpoint. Acceptance: requests to /api/cache/clear using HTTP POST are routed and do not return HTTP 404.,RM-API-0089,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/cache.rs
RM-API-0090 POST /api/cache/clear shall not require authentication,"The system shall allow unauthenticated clients to call POST /api/cache/clear. Acceptance: when no session cookie is provided, the response is HTTP 200.",RM-API-0090,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/cache.rs
RM-API-0091 POST /api/cache/clear shall return HTTP 200 with a JSON object with message+timestamp,The system shall respond to successful POST /api/cache/clear requests with HTTP 200 and a JSON object with message+timestamp. Acceptance: the HTTP response code is 200 and the body matches the documented JSON shape.,RM-API-0091,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/cache.rs
RM-API-0092 POST /api/cache/cleanup endpoint shall exist,The system shall expose the POST /api/cache/cleanup endpoint. Acceptance: requests to /api/cache/cleanup using HTTP POST are routed and do not return HTTP 404.,RM-API-0092,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/cache.rs
RM-API-0093 POST /api/cache/cleanup shall not require authentication,"The system shall allow unauthenticated clients to call POST /api/cache/cleanup. Acceptance: when no session cookie is provided, the response is HTTP 200.",RM-API-0093,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/cache.rs
RM-API-0094 POST /api/cache/cleanup shall return HTTP 200 with a JSON object with cleaned_entries,The system shall respond to successful POST /api/cache/cleanup requests with HTTP 200 and a JSON object with cleaned_entries. Acceptance: the HTTP response code is 200 and the body matches the documented JSON shape.,RM-API-0094,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/cache.rs
RM-API-0095 GET /api/cache/performance endpoint shall exist,The system shall expose the GET /api/cache/performance endpoint. Acceptance: requests to /api/cache/performance using HTTP GET are routed and do not return HTTP 404.,RM-API-0095,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/cache.rs
RM-API-0096 GET /api/cache/performance shall not require authentication,"The system shall allow unauthenticated clients to call GET /api/cache/performance. Acceptance: when no session cookie is provided, the response is HTTP 200.",RM-API-0096,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-API-0001 REST API,Trace: src/api/cache.rs
